algo_display,n,mean_rel_error,std_rel_error,mean_elapsed,std_elapsed,count,timeouts
Венгерский,25,-5.453847433667391e-08,2.2415738751479728e-07,0.0,0.0,5,0
Венгерский,50,8.006966867313281e-09,2.0137367001072464e-07,0.00937514305114744,0.00855829597333426,5,0
Венгерский,100,-7.448820833477754e-08,1.7964188410724675e-07,0.05955271720886226,0.013040209281948136,5,0
Венгерский,300,0.1883031921975814,0.2678302358369341,0.9011743545532227,0.11340056755264018,5,2
Венгерский,500,1.6888388257683626,0.14139171352043928,1.0085550785064696,0.005224004792750829,5,5
Венгерский,1000,2.7792631836601593,0.48713982931046335,1.0449439525604247,0.0031142815492642664,5,5
Венгерский SciPy,25,-5.453847433667391e-08,2.2415738751479728e-07,0.00312438011169432,0.006986326317296885,5,0
Венгерский SciPy,50,8.006966867313281e-09,2.0137367001072464e-07,0.0,0.0,5,0
Венгерский SciPy,100,-7.448820833477754e-08,1.7964188410724675e-07,0.0031419754028320203,0.007025670584364682,5,0
Венгерский SciPy,300,1.6373481435127956e-07,1.7907159578833456e-07,0.00377111434936522,0.006979783479577343,5,0
Венгерский SciPy,500,6.447514522278652e-08,1.6410538274783984e-07,0.0,0.0,5,0
Венгерский SciPy,1000,-9.173537343087901e-08,1.8398057420263636e-07,0.05003380775451656,0.006977021488211121,5,0
Жадный,25,0.6732984786841412,0.3311791923659469,0.0,0.0,5,0
Жадный,50,0.9166947901771261,0.3979099698296313,0.0,0.0,5,0
Жадный,100,1.3889673871904544,0.31488602695640955,0.0093302249908447,0.00852187583435302,5,0
Жадный,300,2.1528684296069356,0.19066671885411546,0.10668106079101561,0.01312663812216529,5,0
Жадный,500,2.153134782735253,0.3452632946881174,0.29847445487976076,0.029987727088555734,5,0
Жадный,1000,2.893648422301255,0.316540966420741,1.3654693126678468,0.04320465902931272,5,0
Муравьиный алг-м,25,0.017434263815165864,0.01474735886007882,1.0074951648712158,0.005534438657415652,5,0
Муравьиный алг-м,50,0.29194228552927737,0.08105440057080146,1.0032559394836427,0.0005694776765264775,5,0
Муравьиный алг-м,100,0.8545794630605343,0.062142790627610967,1.00708909034729,0.007948832753495423,5,0
Муравьиный алг-м,300,1.8378065887214237,0.20039818816824842,1.0599585056304932,0.028102658904823295,5,0
Муравьиный алг-м,500,2.4137533811053706,0.1944339997975361,1.075688123703003,0.09143089839971459,5,0
Муравьиный алг-м,1000,2.6983639236513755,0.16039455740234201,2.115470600128174,0.06838518572347611,5,0
