algo,n,mode,seed,time_limit,status,cost,opt_cost,rel_error,elapsed,iterations,opt_cost_bench,rel_error_bench,rel_error_ref,algo_display,exp_mode
greedy,50,uniform,2,,ok,2.101326918825763,1.572893,0.33596304314773,0.0,,1.5728928051373516,0.3359632086576085,unlimited_hungarian,Жадный,modeB
aco,50,uniform,3,1.0,ok,1.7978769167891493,1.441647,0.2470992668726459,1.0031616687774658,10.0,1.441647014985592,0.2470992539093333,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,50,uniform,3,1.0,ok,1.441647014985592,1.441647,1.0394772154143084e-08,0.0156252384185791,264.0,1.441647014985592,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,50,uniform,3,,ok,1.441647014985592,1.441647,1.0394772154143084e-08,0.0,,1.441647014985592,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,50,uniform,3,,ok,3.018976972289431,1.441647,1.0941166404046423,0.0,,1.441647014985592,1.0941166186367772,unlimited_hungarian,Жадный,modeB
aco,50,uniform,4,1.0,ok,1.706836563317372,1.38567,0.2317770921773381,1.0035502910614014,10.0,1.3856696581784833,0.2317773960361338,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,50,uniform,4,1.0,ok,1.3856696581784833,1.38567,-2.4668320497411855e-07,0.0156290531158447,224.0,1.3856696581784833,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,50,uniform,4,,ok,1.3856696581784833,1.38567,-2.4668320497411855e-07,0.0,,1.3856696581784833,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,50,uniform,4,,ok,2.6246051186446246,1.38567,0.894105464248071,0.0,,1.3856696581784833,0.8941059314921929,unlimited_hungarian,Жадный,modeB
aco,100,uniform,0,1.0,ok,3.01156794158092,1.66128,0.8127997336878308,1.0040137767791748,4.0,1.6612799516999135,0.8127997863932062,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,100,uniform,0,1.0,ok,1.6612799516999135,1.66128,-2.9074019192165682e-08,0.0625238418579101,685.0,1.6612799516999135,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,100,uniform,0,,ok,1.6612799516999135,1.66128,-2.9074019192165682e-08,0.0,,1.6612799516999135,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,100,uniform,0,,ok,3.4902455053428705,1.66128,1.1009375333133908,0.0,,1.6612799516999135,1.1009375943960906,unlimited_hungarian,Жадный,modeB
aco,100,uniform,1,1.0,ok,2.924611475936956,1.624391,0.8004356561548025,1.000002145767212,4.0,1.624390547679894,0.800436157495596,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,100,uniform,1,1.0,ok,1.624390547679894,1.624391,-2.784551907941691e-07,0.0783920288085937,902.0,1.624390547679894,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,100,uniform,1,,ok,1.624390547679894,1.624391,-2.784551907941691e-07,0.0157098770141601,,1.624390547679894,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,100,uniform,1,,ok,3.4659345722894166,1.624391,1.133682452247899,0.0,,1.624390547679894,1.1336830463830188,unlimited_hungarian,Жадный,modeB
aco,100,uniform,2,1.0,ok,2.98997131641366,1.531652,0.9521218373453368,1.0156238079071045,4.0,1.531651942072291,0.952121911175391,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,100,uniform,2,1.0,ok,1.531651942072291,1.531652,-3.782041158029159e-08,0.0473978519439697,523.0,1.531651942072291,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,100,uniform,2,,ok,1.531651942072291,1.531652,-3.782041158029159e-08,0.0,,1.531651942072291,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,100,uniform,2,,ok,3.4770479892416657,1.531652,1.2701292390449432,0.0151233673095703,,1.531651942072291,1.2701293249021688,unlimited_hungarian,Жадный,modeB
aco,100,uniform,3,1.0,ok,2.6748672719251694,1.462691,0.8287302457765648,1.0001928806304932,4.0,1.4626912665295322,0.8287299125479279,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,100,uniform,3,1.0,ok,1.4626912665295322,1.462691,1.822186177502516e-07,0.0469119548797607,470.0,1.4626912665295322,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,100,uniform,3,,ok,1.4626912665295322,1.462691,1.822186177502516e-07,0.0,,1.4626912665295322,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,100,uniform,3,,ok,4.105827207661571,1.462691,1.8070366247290583,0.0159034729003906,,1.4626912665295322,1.8070361132348176,unlimited_hungarian,Жадный,modeB
aco,100,uniform,4,1.0,ok,2.744073169508858,1.460538,0.878809842338137,1.0156128406524658,4.0,1.460537694294736,0.8788102355919785,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,100,uniform,4,1.0,ok,1.460537694294736,1.460538,-2.09310037857513e-07,0.0625379085540771,767.0,1.460537694294736,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,100,uniform,4,,ok,1.460537694294736,1.460538,-2.09310037857513e-07,0.0,,1.460537694294736,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,100,uniform,4,,ok,3.845671167945393,1.460538,1.6330510866169816,0.0156242847442626,,1.460537694294736,1.6330516377411195,unlimited_hungarian,Жадный,modeB
aco,300,uniform,0,1.0,ok,4.750415823053936,1.711219,1.7760420045908425,1.0781316757202148,1.0,1.7112191994198425,1.7760416810800617,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,300,uniform,0,1.0,timeout,2.692123332196669,1.711219,0.5732196359417869,1.0057225227355957,3461.0,1.7112191994198425,0.5732194526039587,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,300,uniform,0,,ok,1.7112191994198425,1.711219,1.1653671583289339e-07,0.0,,1.7112191994198425,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,300,uniform,0,,ok,5.260889576171588,1.711219,2.074352012320801,0.1125357151031494,,1.7112191994198425,2.0743516540459552,unlimited_hungarian,Жадный,modeB
aco,300,uniform,1,1.0,ok,4.89656779322862,1.628451,2.006886785803576,1.0156517028808594,1.0,1.6284514089738351,2.00688603064563,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,300,uniform,1,1.0,timeout,2.228202784395235,1.628451,0.3682958740516202,1.0106282234191897,3478.0,1.6284514089738351,0.3682955304139725,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,300,uniform,1,,ok,1.6284514089738351,1.628451,2.5114285606697706e-07,0.002786636352539,,1.6284514089738351,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,300,uniform,1,,ok,5.549148141772161,1.628451,2.4076236508019955,0.1250190734863281,,1.6284514089738351,2.407622795001874,unlimited_hungarian,Жадный,modeB
aco,300,uniform,2,1.0,ok,4.265122690323706,1.628006,1.6198445769387249,1.0787267684936523,1.0,1.6280057887700177,1.6198449168574938,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,300,uniform,2,1.0,ok,1.6280057887700177,1.628006,-1.2974766827600348e-07,0.9224140644073486,3195.0,1.6280057887700177,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,300,uniform,2,,ok,1.6280057887700177,1.628006,-1.2974766827600348e-07,0.0160689353942871,,1.6280057887700177,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,300,uniform,2,,ok,5.367730682128529,1.628006,2.2971197170824484,0.1048038005828857,,1.6280057887700177,2.297120144876099,unlimited_hungarian,Жадный,modeB
aco,300,uniform,3,1.0,ok,4.044242021428008,1.497873,1.6999899333441544,1.079234600067139,1.0,1.4978734496632655,1.6999891228041908,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,300,uniform,3,1.0,ok,1.4978734496632655,1.497873,3.002011956798612e-07,0.7692737579345703,2593.0,1.4978734496632655,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,300,uniform,3,,ok,1.4978734496632655,1.497873,3.002011956798612e-07,0.0,,1.4978734496632655,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,300,uniform,3,,ok,4.433063341908943,1.497873,1.9595722347014355,0.0897717475891113,,1.4978734496632655,1.9595713462345776,unlimited_hungarian,Жадный,modeB
aco,300,uniform,4,1.0,ok,5.064096284792469,1.640847,2.086269642929821,1.0480477809906006,1.0,1.6408474603248129,2.0862687771049777,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,300,uniform,4,1.0,ok,1.6408474603248129,1.640847,2.8054097245266973e-07,0.7978332042694092,2768.0,1.6408474603248129,0.0,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,300,uniform,4,,ok,1.6408474603248129,1.640847,2.8054097245266973e-07,0.0,,1.6408474603248129,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,300,uniform,4,,ok,4.964668980659476,1.640847,2.025674533127998,0.1012749671936035,,1.6408474603248129,2.02567368430256,unlimited_hungarian,Жадный,modeB
aco,500,uniform,0,1.0,ok,5.347572856291222,1.610976,2.31946152909244,1.2344143390655518,1.0,1.610976294335256,2.3194609226064458,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,500,uniform,0,1.0,timeout,4.237105937336849,1.610976,1.6301483928605074,1.012483835220337,1943.0,1.610976294335256,1.630147912316254,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,500,uniform,0,,ok,1.610976294335256,1.610976,1.8270617063720354e-07,0.0,,1.610976294335256,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,500,uniform,0,,ok,5.336025433528437,1.610976,2.312293562119136,0.3248167037963867,,1.610976294335256,2.3122929569427737,unlimited_hungarian,Жадный,modeB
aco,500,uniform,1,1.0,ok,6.089888578267074,1.641463,2.710037069533139,1.0030529499053955,1.0,1.641463112646663,2.7100368149290044,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,500,uniform,1,1.0,timeout,4.820111653859318,1.641463,1.936472923154112,1.0075578689575195,1873.0,1.641463112646663,1.9364727216364088,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,500,uniform,1,,ok,1.641463112646663,1.641463,6.862577039967732e-08,0.0,,1.641463112646663,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,500,uniform,1,,ok,4.649550809041362,1.641463,1.8325651014012272,0.2812726497650146,,1.641463112646663,1.832564907014278,unlimited_hungarian,Жадный,modeB
aco,500,uniform,2,1.0,ok,5.2305749935924055,1.615248,2.2382488593655,1.062822341918945,1.0,1.615247646605878,2.238249567850118,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,500,uniform,2,1.0,timeout,4.175648497240215,1.615248,1.5851438895081218,1.0006780624389648,1917.0,1.615247646605878,1.5851444551022935,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,500,uniform,2,,ok,1.615247646605878,1.615248,-2.1878629286042894e-07,0.0,,1.615247646605878,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,500,uniform,2,,ok,5.433739452139351,1.615248,2.364027971023243,0.3231015205383301,,1.615247646605878,2.3640287070266126,unlimited_hungarian,Жадный,modeB
aco,500,uniform,3,1.0,ok,5.589262545492992,1.592993,2.508654806074472,1.0312633514404297,1.0,1.5929932572247831,2.508654239522814,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,500,uniform,3,1.0,timeout,4.183284603743124,1.592993,1.6260533497279177,1.0079901218414309,1869.0,1.5929932572247831,1.6260529256922225,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,500,uniform,3,,ok,1.5929932572247831,1.592993,1.6147263859345173e-07,0.0,,1.5929932572247831,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,500,uniform,3,,ok,5.603580899149696,1.592993,2.517643140396534,0.3083360195159912,,1.5929932572247831,2.517642572393506,unlimited_hungarian,Жадный,modeB
aco,500,uniform,4,1.0,ok,5.678351174222234,1.724703,2.2923646414613037,1.0468876361846924,1.0,1.7247032213784608,2.2923642188618625,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,500,uniform,4,1.0,timeout,4.598705950899385,1.724703,1.666375573591154,1.014065504074097,1983.0,1.7247032213784608,1.6663752313420572,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,500,uniform,4,,ok,1.7247032213784608,1.724703,1.28357439344029e-07,0.0,,1.7247032213784608,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,500,uniform,4,,ok,4.724210113510615,1.724703,1.7391441387361275,0.254845380783081,,1.7247032213784608,1.7391437871466449,unlimited_hungarian,Жадный,modeB
aco,1000,uniform,0,1.0,ok,6.31981633024043,1.62482,2.889548583991107,2.2352445125579834,1.0,1.6248198110858956,2.889549036220075,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,1000,uniform,0,1.0,timeout,7.136322595010598,1.62482,3.3920696415668186,1.0439832210540771,882.0,1.6248198110858956,3.392070152222768,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,1000,uniform,0,,ok,1.6248198110858956,1.62482,-1.162677123467404e-07,0.0470623970031738,,1.6248198110858956,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,1000,uniform,0,,ok,6.726279968165372,1.62482,3.139707763423254,1.4400312900543213,,1.6248198110858956,3.1397082447376614,unlimited_hungarian,Жадный,modeB
aco,1000,uniform,1,1.0,ok,5.845780390174295,1.641331,2.5616096876098085,2.0800435543060303,1.0,1.6413305815376849,2.5616105956532293,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,1000,uniform,1,1.0,timeout,6.589550341041171,1.641331,3.0147601800253394,1.0440824031829834,893.0,1.6413305815376849,3.0147612036008824,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,1000,uniform,1,,ok,1.6413305815376849,1.641331,-2.549530321305227e-07,0.0468859672546386,,1.6413305815376849,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,1000,uniform,1,,ok,6.004178056202741,1.641331,2.658115307761043,1.3452022075653076,,1.6413305815376849,2.6581162404088707,unlimited_hungarian,Жадный,modeB
aco,1000,uniform,2,1.0,ok,5.985929379143516,1.707851,2.504948253181054,2.0781290531158447,1.0,1.7078513784263705,2.5049474765532618,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,1000,uniform,2,1.0,timeout,5.618757203693427,1.707851,2.2899574984547404,1.050386667251587,911.0,1.7078513784263705,2.2899567694646827,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,1000,uniform,2,,ok,1.7078513784263705,1.707851,2.215804366656471e-07,0.0465419292449951,,1.7078513784263705,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,1000,uniform,2,,ok,6.031548533166189,1.707851,2.531659689964868,1.331432819366455,,1.7078513784263705,2.531658907418344,unlimited_hungarian,Жадный,modeB
aco,1000,uniform,3,1.0,ok,5.985522179582322,1.595814,2.750764299337092,2.074559211730957,1.0,1.5958138051694903,2.750764757262269,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,1000,uniform,3,1.0,timeout,5.22209817759733,1.595814,2.2723727060906405,1.0424435138702393,891.0,1.5958138051694903,2.272373105609707,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,1000,uniform,3,,ok,1.5958138051694903,1.595814,-1.2208848254591234e-07,0.0625073909759521,,1.5958138051694903,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,1000,uniform,3,,ok,6.83618661148264,1.595814,3.283824187206429,1.3634839057922363,,1.5958138051694903,3.2838247102120874,unlimited_hungarian,Жадный,modeB
aco,1000,uniform,4,1.0,ok,6.3770785457006856,1.684852,2.7849487941378146,2.1093766689300537,1.0,1.684851685020159,2.784949501726845,unlimited_hungarian,Муравьиный алг-м,modeB
hungarian_manual,1000,uniform,4,1.0,timeout,6.61667645922305,1.684852,2.927155892163258,1.0438239574432373,904.0,1.684851685020159,2.9271566263376365,unlimited_hungarian,Венгерский,modeB
hungarian_scipy,1000,uniform,4,,ok,1.684851685020159,1.684852,-1.869480767968668e-07,0.0471713542938232,,1.684851685020159,0.0,unlimited_hungarian,Венгерский SciPy,modeB
greedy,1000,uniform,4,,ok,6.49499521950475,1.684852,2.8549351631506803,1.347196340560913,,1.684851685020159,2.8549358838235297,unlimited_hungarian,Жадный,modeB
